FID,Long,Lat,Segment,seg_length,n,river_mean,river_medi,river_p20,river_p80,river_min,river_max,land_mean,land_media,land_p20,land_p80,land_min,land_max,width_mean,width_medi,width_p20,width_p80,width_min,width_max,width_sd,averaged,DEM_mean,DEM_median,DEM_p20,DEM_p80,DEM_min,DEM_max,DEM_sd,DEM_n
333,89.078220626700002,22.211475601899998,334,72.528381446500006,4,25.897151269999998,26.370980790000001,23.586769019999998,28.397065319999999,21.274404539999999,29.572238960000000,14.142429580000000,12.462618210000000,9.194527053000000,18.418407550000001,4.890606901000000,26.753874990000000,1.783940179000000,1.770723237000000,1.735534220000000,1.827059362000000,1.725026794000000,1.869287447000000,0.065046141000000,original,3.485081239000000,3.442245000000000,3.405212000000000,3.583045920000000,3.335779900000000,3.705580000000000,0.107870160000000,72
334,89.078631467199997,22.212003943500001,335,27.471621201800001,3,32.596013659999997,31.977167760000000,30.423882620000001,34.644375510000003,29.388359200000000,36.422514000000000,16.528351700000002,15.200062160000000,14.197830500000000,18.593215000000001,13.529676050000001,20.855316899999998,1.896277723000000,1.870760084000000,1.811431137000000,1.976020780000000,1.771878506000000,2.046194578000000,0.138926920000000,original,3.502188522000000,3.501490100000000,3.456483900000000,3.547094020000000,3.438230000000000,3.577240000000000,0.043908390000000,27
335,89.087315018300004,22.219426917200000,336,100.000042088000001,3,47.291555879999997,48.972085749999998,44.353689459999998,50.565528270000001,41.274758609999999,51.627823290000002,26.263264379999999,28.174943620000001,22.467266870000000,30.441597730000002,18.662149050000000,31.952700470000000,2.077816456000000,2.083201920000000,2.058478499000000,2.098231506000000,2.041996219000000,2.108251230000000,0.033454208000000,original,3.778198596000000,3.759940000000000,3.708267920000000,3.862989940000000,3.634219900000000,3.925600100000000,0.081170564000000,100
336,89.086438555399994,22.219041847400000,337,99.999991450500005,4,26.778301930000001,24.473216399999998,15.284247870000000,37.350321780000002,12.611359220000001,45.555415689999997,30.868710530000001,31.667821140000001,26.203838800000000,35.853226489999997,19.970869199999999,40.168330609999998,2.093495626000000,1.910183175000000,1.774084589000000,2.339581683000000,1.723751725000000,2.829864430000000,0.505696467000000,original,3.829157478000000,3.838100000000000,3.767403940000000,3.867006040000000,3.693429900000000,3.960410100000000,0.062751512000000,99
337,89.085567867899996,22.218645189699998,338,99.999939475100007,5,39.651104730000000,38.518220950000000,36.971384929999999,41.433281289999996,33.944742020000000,48.363884570000003,33.923297939999998,36.709297620000001,26.089902779999999,40.060960280000003,19.912349079999998,47.045801939999997,1.611508602000000,1.620704304000000,1.553848827000000,1.717137095000000,1.404354189000000,1.726454216000000,0.129703758000000,original,3.716690191000000,3.743069900000000,3.617857940000000,3.807912000000000,3.536109900000000,3.887830000000000,0.106618221000000,99
338,89.084837059300000,22.218059937300001,339,100.000018202999996,2,40.012941120000001,40.012941120000001,39.035022550000001,40.990859700000001,38.383076830000000,41.642805420000002,34.457459759999999,34.457459759999999,33.614101159999997,35.300818360000001,33.051862100000001,35.863057429999998,1.975589022000000,1.975589022000000,1.931487349000000,2.019690696000000,1.902086234000000,2.049091811000000,0.103948641000000,original,3.571465397000000,3.571904900000000,3.536441980000000,3.603585920000000,3.496460000000000,3.677030100000000,0.037914687000000,100
339,89.084162857999999,22.217411331699999,340,100.000013737000003,3,28.775563519999999,35.154715459999998,21.537003219999999,37.289954219999998,12.458528390000000,38.713446730000001,13.655562730000000,9.671059983999999,7.582107944000000,18.932116969999999,6.189473251000000,25.106154960000001,2.296382470000000,1.983562454000000,1.935969995000000,2.594230942000000,1.904241689000000,3.001343268000000,0.611800818000000,original,3.765630898000000,3.770904900000000,3.664231940000000,3.855952060000000,3.579700000000000,3.928510000000000,0.087557202000000,100
340,89.083485491600001,22.216765211500000,341,99.999992143900002,4,28.517622549999999,26.626205160000001,17.596480310000000,38.682197819999999,16.159286869999999,44.658793000000003,17.104545649999999,17.763627140000001,12.244217140000000,22.228506759999998,7.090490876000000,25.800437460000001,2.265800236000000,2.314495169000000,2.057228358000000,2.493850088000000,1.919469864000000,2.514740742000000,0.283661312000000,original,3.747213846000000,3.741660100000000,3.654884040000000,3.842358000000000,3.566610100000000,3.928600100000000,0.099423359000000,99
341,89.082808612999997,22.216118667200000,342,99.999977073599993,4,28.011245270000000,33.398380289999999,23.253831420000001,34.923513130000003,9.220812402000000,36.027408090000002,18.413032090000002,15.188587360000000,13.078596320000001,22.457689970000001,11.352980069999999,31.921973590000000,3.558667921000000,3.544433904000000,3.391481406000000,3.720160829000000,3.249786930000000,3.896016946000000,0.268613162000000,original,3.697871618000000,3.697429900000000,3.655270100000000,3.747793940000000,3.547940000000000,3.836960100000000,0.065178643000000,99
342,89.082143880199993,22.215461380099999,343,100.000031743999998,3,18.113884209999998,22.312805500000000,10.642226610000000,26.425326070000001,2.861840689000000,29.167006449999999,17.864031270000002,19.470367990000000,15.929010379999999,20.120319510000002,13.568105299999999,20.553620519999999,2.713160521000000,2.979889401000000,2.291421313000000,3.188245505000000,1.832442589000000,3.327149574000000,0.782237473000000,original,3.735885204000000,3.753634900000000,3.563659900000000,3.915422080000000,3.539249900000000,3.991030000000000,0.155429178000000,100
343,89.081471773700002,22.214810684100001,344,100.000009226000003,4,24.607109390000002,22.866160839999999,20.753437129999998,27.764402230000002,18.245973820000000,34.450142040000003,20.235539060000001,20.034555539999999,18.826798080000000,21.563886620000002,17.654766750000000,23.218278410000000,4.021253953000000,4.448507434000000,3.484596836000000,4.728812462000000,2.299186543000000,4.888814400000000,1.175240122000000,original,3.797613091000000,3.811514950000000,3.696753980000000,3.890916100000000,3.462739900000000,3.950210100000000,0.102569381000000,100
344,89.080802427400002,22.214157529400001,345,100.000011623999995,5,17.449027439999998,13.697137480000000,12.392286199999999,22.439317719999998,12.003829830000001,28.007496580000002,24.356218190000000,22.480750420000000,21.040074310000001,28.862706480000000,18.872749910000000,30.356402840000001,3.486090863000000,3.708817736000000,2.628059190000000,4.026284379000000,1.920526961000000,5.284415866000000,1.249945656000000,original,3.780439598000000,3.760750050000000,3.706802020000000,3.851100000000000,3.615170000000000,3.947390100000000,0.075081082000000,100
345,89.080131650300004,22.213505902400001,346,99.999981933300006,4,15.726675070000001,15.332976880000000,13.123521450000000,18.172349420000000,10.880459200000001,21.360287320000001,17.154671799999999,16.694138509999998,14.773576980000000,19.351553310000000,13.565893370000000,21.664516819999999,2.973026466000000,2.999865603000000,2.606795722000000,3.349992865000000,2.529562589000000,3.362812067000000,0.440979605000000,original,3.696897767000000,3.709359900000000,3.611539980000000,3.769007960000000,3.476579900000000,3.881120000000000,0.087758267000000,99
346,89.079455776100005,22.212859113299999,347,99.999998259700007,3,29.522576520000001,27.358826369999999,27.173827630000002,31.438575380000000,27.050495130000002,34.158408059999999,23.228770539999999,23.874164799999999,19.603588660000000,26.983031260000001,16.756537900000001,29.055608910000000,2.462012615000000,2.613006202000000,2.131297020000000,2.822926928000000,1.810157565000000,2.962874079000000,0.591006039000000,original,3.776348397000000,3.810440100000000,3.693942020000000,3.863010000000000,3.533190000000000,3.902260100000000,0.101986967000000,99
347,89.078799196399999,22.212196613200000,348,100.000037797000005,3,27.510307250000000,26.013455470000000,21.960118560000002,32.761125589999999,19.257893960000001,37.259572329999997,24.868902880000000,24.549729459999998,21.532509080000001,28.141461979999999,19.521028840000000,30.535950339999999,1.850923519000000,1.814032150000000,1.796715794000000,1.897752970000000,1.785171558000000,1.953566851000000,0.090055391000000,original,3.640997800000000,3.561270000000000,3.493208000000000,3.871170000000000,3.391730100000000,3.955519900000000,0.179210797000000,100
348,89.093876275699998,22.220465284100001,349,99.999964610800006,3,60.458026429999997,66.618042209999999,53.563430510000003,68.584625509999995,44.860356050000000,69.895681049999993,63.798278189999998,65.584762479999995,60.725295129999999,67.228558100000001,57.485650229999997,68.324421839999999,3.087398417000000,2.695029516000000,2.355628060000000,3.740694994000000,2.129360423000000,4.437805313000000,1.203201757000000,original,3.762515660000000,3.769520000000000,3.687124000000000,3.842244060000000,3.575900100000000,3.896440000000000,0.075761683000000,99
349,89.092918631399996,22.220593606200001,350,100.000052018999995,4,64.695045449999995,65.092666919999999,57.810790640000000,71.738348849999994,54.751964299999997,73.842883650000005,57.684563140000002,57.914638730000000,50.186906710000002,65.274249810000001,49.375004369999999,65.533970729999993,2.161640201000000,2.170920945000000,2.015605446000000,2.311387254000000,1.903035336000000,2.401683576000000,0.214130576000000,original,3.654594787000000,3.640070000000000,3.565016060000000,3.753503980000000,3.477320000000000,3.843250000000000,0.097033559000000,100
350,89.091949380800003,22.220578575499999,351,99.999954652200003,1,74.730399710000000,74.730399710000000,74.730399710000000,74.730399710000000,74.730399710000000,74.730399710000000,61.152993559999999,61.152993559999999,61.152993559999999,61.152993559999999,61.152993559999999,61.152993559999999,2.789282239000000,2.789282239000000,2.789282239000000,2.789282239000000,2.789282239000000,2.789282239000000,0.337465617000000,averaged,3.471807868000000,3.471370000000000,3.442047980000000,3.497370000000000,3.406090000000000,3.541349900000000,0.031787603000000,99
351,89.090982513000000,22.220514368900002,352,100.000061879000000,3,70.188159139999996,68.453806099999994,67.772595679999995,72.256851990000001,67.318455409999999,74.792215909999996,68.731784930000003,70.318298830000003,63.311375130000002,74.469497500000003,58.640092660000001,77.236963290000006,2.168769064000000,2.120870786000000,2.055517039000000,2.272441433000000,2.011947874000000,2.373488532000000,0.185468584000000,original,3.563461402000000,3.560419900000000,3.517562020000000,3.602826020000000,3.454839900000000,3.704400100000000,0.062793173000000,100
352,89.090028334899998,22.220356724399998,353,99.999927017399997,3,57.563454929999999,61.043967930000001,54.104284430000000,61.718728040000002,49.477828760000001,62.168568120000003,50.383221970000001,54.751934740000003,44.968863050000003,56.671323440000002,38.446815260000001,57.950915899999998,1.973738374000000,2.055475568000000,1.907239273000000,2.056584913000000,1.808415077000000,2.057324476000000,0.143177159000000,original,3.450118170000000,3.440490000000000,3.410647960000000,3.508921960000000,3.324399900000000,3.560689900000000,0.058125213000000,99
353,89.089078833399995,22.220176183400000,354,100.000024685000000,6,50.290716609999997,52.592241020000003,46.044150520000002,53.865912559999998,31.453484350000000,65.196270150000004,53.450148169999999,50.698358310000003,48.068793929999998,57.643158470000003,43.432585650000000,70.159634319999995,2.432164837000000,2.417676980000000,2.267603501000000,2.457743388000000,2.257547342000000,2.774740833000000,0.188760234000000,original,3.546746193000000,3.546984900000000,3.494492000000000,3.601971900000000,3.431639900000000,3.677480000000000,0.061212742000000,100
354,89.088198887700003,22.219797595100001,355,99.999987789000002,3,45.892433429999997,47.928315710000000,38.374368279999999,53.817675049999998,32.005069980000002,57.743914599999997,33.550749199999998,33.593190640000003,31.152698319999999,35.957288360000000,29.525703430000000,37.533353509999998,3.408889750000000,2.979035617000000,2.574887539000000,4.156921135000000,2.305455487000000,4.942178147000000,1.369911504000000,original,3.725690807000000,3.718650100000000,3.600301980000000,3.902257940000000,3.428730000000000,3.957220100000000,0.156307076000000,99
355,89.096719601000004,22.219933626600000,356,72.528342644600002,2,55.373597949999997,55.373597949999997,54.342398299999999,56.404797600000002,53.654931869999999,57.092264030000003,44.285256140000001,44.285256140000001,43.164850309999999,45.405661979999998,42.417913089999999,46.152599199999997,2.505142068000000,2.505142068000000,2.381360032000000,2.628924104000000,2.298838674000000,2.711445461000000,0.291757057000000,original,4.051595821000000,4.060830100000000,4.038139800000000,4.074617880000000,3.942329900000000,4.100430000000000,0.036532581000000,72
356,89.095771138000003,22.220115341300001,357,100.000002315000003,4,59.828220780000002,61.175198539999997,55.697650539999998,64.497582129999998,49.191821439999998,67.770664609999997,62.958482230000001,65.542929279999996,57.343183789999998,69.607559490000000,46.776051809999998,73.972018570000003,2.781367907000000,2.618603001000000,2.524577932000000,2.973051919000000,2.476103490000000,3.412162136000000,0.428831163000000,original,4.194060409000000,4.225695150000000,4.130958200000000,4.253729840000000,3.971560000000000,4.273240100000000,0.072129451000000,100
357,89.094835285399995,22.220338409899998,358,99.999991650499993,9,56.392302950000001,56.039847520000002,48.882981219999998,67.103321510000001,22.195056980000000,81.845912339999998,58.980993929999997,63.433068280000001,47.496202940000003,68.477324420000002,31.213853149999998,77.550193879999995,3.678382234000000,3.348160428000000,2.852636965000000,3.775573073000000,2.792899526000000,7.078434912000000,1.349393949000000,original,3.609027162000000,3.566730000000000,3.515983940000000,3.731014000000000,3.440929900000000,3.915810100000000,0.115950240000000,99
358,89.078059614400004,22.215820392200001,359,27.471666467399999,4,42.043486659999999,42.155301979999997,39.491360149999998,45.189545610000003,33.662380530000000,48.665738490000003,39.131823009999998,39.761366189999997,34.760846370000003,43.209643790000001,29.368957909999999,47.170426880000001,3.335902386000000,3.288375290000000,3.024490085000000,3.530705802000000,2.829736136000000,4.237079359000000,0.679896043000000,averaged,3.538004063000000,3.553720000000000,3.532546080000000,3.583234000000000,3.000680000000000,3.602979900000000,0.109911848000000,27
359,89.082381840200000,22.219796345700001,360,100.000009414000004,1,24.916372840000001,24.916372840000001,24.916372840000001,24.916372840000001,24.916372840000001,24.916372840000001,22.648190300000000,22.648190300000000,22.648190300000000,22.648190300000000,22.648190300000000,22.648190300000000,3.064571363000000,3.064571363000000,3.064571363000000,3.064571363000000,3.064571363000000,3.064571363000000,0.731941786000000,averaged,3.020672094000000,3.007035000000000,2.962611920000000,3.091406080000000,2.913729900000000,3.168340000000000,0.060912814000000,100
360,89.081707831200006,22.219147652400000,361,100.000071937000001,4,28.022838190000002,27.462002290000001,26.619254009999999,29.202088010000001,26.510121880000000,30.657226290000001,27.422561269999999,26.660556069999998,24.741257810000000,29.799062650000000,21.870882120000001,34.498250830000003,3.974035158000000,4.236246456000000,3.684928659000000,4.368026176000000,2.919580114000000,4.504067606000000,0.715004753000000,original,3.105978699000000,3.100884900000000,3.002116020000000,3.221736000000000,2.859630100000000,3.287360000000000,0.112380914000000,100
361,89.081046654100007,22.218487702899999,362,99.999933894899996,3,27.727587260000000,27.964792729999999,26.489504010000001,29.013111609999999,25.505978190000000,29.711990849999999,18.495454190000000,15.998197060000001,13.171393040000000,23.320063919999999,11.286857019999999,28.201308489999999,4.011915584000000,3.957528427000000,3.638865562000000,4.374088175000000,3.426423652000000,4.651794674000000,0.614493294000000,original,3.312511017000000,3.287130100000000,3.248010040000000,3.378693980000000,3.228630100000000,3.465329900000000,0.072344036000000,99
362,89.080386927500001,22.217826640799998,363,100.000057080999994,2,30.257666850000000,30.257666850000000,29.893331440000001,30.622002250000001,29.650441170000001,30.864892520000001,30.244727659999999,30.244727659999999,20.397698460000001,40.091756850000003,13.833012330000001,46.656442980000001,4.993552108000000,4.993552108000000,4.759364378000000,5.227739838000000,4.603239225000000,5.383864991000000,0.551985773000000,original,3.255547908000000,3.237210050000000,3.192688000000000,3.310189920000000,3.151680000000000,3.449290000000000,0.077214791000000,100
363,89.079696057000007,22.217193227300001,364,99.999970394900004,3,22.446310799999999,28.206044339999998,17.371182090000001,28.673386210000000,10.147940589999999,28.984947450000000,29.550031279999999,28.173121110000000,25.544812250000000,33.279868270000001,23.792606350000000,36.684366380000000,4.924322777000000,4.921785925000000,4.738457103000000,5.109681080000000,4.616237889000000,5.234944517000000,0.309361115000000,original,3.271756975000000,3.289470000000000,3.231560100000000,3.313862060000000,3.116630100000000,3.380600000000000,0.062126244000000,99
364,89.078971753299996,22.216594877999999,365,99.999978946499994,2,16.210492349999999,16.210492349999999,11.700788879999999,20.720195820000001,8.694319898000000,23.726664800000002,12.466441750000000,12.466441750000000,11.575971850000000,13.356911660000000,10.982325240000000,13.950558259999999,5.145742268000000,5.145742268000000,4.905421429000000,5.386063107000000,4.745207536000000,5.546277000000000,0.566441650000000,original,3.197352013000000,3.194639900000000,3.111349960000000,3.267421940000000,2.988400000000000,3.445020000000000,0.112056829000000,99
365,89.078259747199994,22.215984085199999,366,100.000042479000001,2,16.730912830000001,16.730912830000001,15.691222750000000,17.770602920000002,14.998096020000000,18.463729640000000,29.341579920000001,29.341579920000001,28.280986230000000,30.402173600000001,27.573923770000000,31.109236060000001,4.803748798000000,4.803748798000000,4.513056177000000,5.094441420000000,4.319261095000000,5.288236501000000,0.685169080000000,original,3.459577120000000,3.505225050000000,3.460059980000000,3.564862000000000,3.077650100000000,3.598579900000000,0.154649509000000,100
366,89.085625343499999,22.235225000500002,367,99.999939529000002,3,46.653681380000002,51.381322720000000,40.273586199999997,53.979304820000003,32.868428530000003,55.711292880000002,45.083106600000001,50.136187640000003,33.620843090000001,57.555986320000002,22.610613390000001,62.502518770000002,3.978764995000000,3.641946761000000,3.595878284000000,4.294288060000000,3.565165965000000,4.729182259000000,0.651013345000000,original,3.153909901000000,3.150430000000000,3.118662100000000,3.197009940000000,3.052069900000000,3.220310000000000,0.037471422000000,99
367,89.086516361199998,22.234871435100001,368,100.000069428000003,6,52.394272250000000,49.504307849999996,46.061878720000003,52.193502570000000,45.019717730000004,72.081918799999997,51.692564439999998,50.924082009999999,46.411390179999998,66.275079770000005,24.740204240000001,70.880548399999995,4.251630951000000,4.172231476000000,3.906578585000000,4.556011994000000,3.711492725000000,4.991239451000000,0.483485152000000,original,3.113898401000000,3.104405000000000,3.056838020000000,3.173886080000000,2.998760000000000,3.273000000000000,0.069938526000000,100
368,89.087111294799996,22.234370132399999,369,100.000009981000005,2,42.078676219999998,42.078676219999998,32.210512459999997,51.946839969999999,25.631736629999999,58.525615809999998,40.246445850000001,40.246445850000001,32.932790420000003,47.560101289999999,28.057020120000001,52.435871579999997,8.171454155999999,8.171454155999999,5.588166410000000,10.754741900000001,3.865974578000000,12.476933730000001,6.088867612000000,original,3.555185896000000,3.385440000000000,3.289512000000000,3.975533980000000,3.078490000000000,4.456080000000000,0.404701476000000,100
369,89.087965863299999,22.233952078400002,370,99.999961647099994,4,39.605794660000001,44.475194029999997,33.229108590000003,47.930240490000003,16.573088299999998,52.899702290000000,29.277804700000001,31.004771490000000,25.969084859999999,33.277311249999997,20.120068830000001,34.981606990000003,5.479220138000000,5.783517045000000,5.054988972000000,6.025170067000000,4.089849275000000,6.259997189000000,0.955622307000000,original,3.039775871000000,3.049040100000000,2.970436100000000,3.121435900000000,2.836460100000000,3.171720000000000,0.086930149000000,99
370,89.088848246300003,22.233578400199999,371,100.000009966999997,6,57.899234999999997,61.798575999999997,45.701732340000000,67.574989340000002,41.746029110000002,68.775507230000002,49.234823970000001,51.578381819999997,32.403988089999999,59.903816910000003,31.578475359999999,68.365899859999999,3.947373138000000,3.865274392000000,3.809662683000000,4.216122300000000,3.667101204000000,4.260803855000000,0.239660463000000,original,2.863449396000000,2.924440000000000,2.697434020000000,3.015467940000000,2.584170100000000,3.108690000000000,0.160465396000000,100
371,89.089737710999998,22.233220182299998,372,100.000026468000002,3,61.622000300000003,67.135794910000001,55.688049790000001,68.658709729999998,48.056219710000001,69.673986279999994,47.653749740000002,51.678251670000002,39.616177630000003,56.496222240000002,31.574794940000000,59.708202630000002,4.312556066000000,4.234960119000000,3.855303235000000,4.754289708000000,3.602198647000000,5.100509434000000,0.752163315000000,original,2.969779707000000,2.970025100000000,2.889414000000000,3.002102080000000,2.796900000000000,3.174010000000000,0.091411275000000,100
372,89.090633972800006,22.232875941200000,373,99.999967612099994,3,67.471342690000000,68.784025139999997,65.543741650000001,69.661480220000001,63.383552659999999,70.246450269999997,54.783352389999997,51.158836239999999,49.666222769999997,59.175578780000002,48.671147130000001,64.520073810000000,4.453623363000000,4.391264282000000,4.250574238000000,4.644200671000000,4.156780876000000,4.812824930000000,0.332437876000000,original,3.147087468000000,3.130470000000000,3.071101940000000,3.192238060000000,3.017329900000000,3.425509900000000,0.091545074000000,99
373,89.091480178699996,22.232435551500000,374,99.999994489499997,4,41.738797599999998,42.039667199999997,35.850721810000003,47.747221230000001,31.653809880000001,51.222046100000000,26.161924230000000,25.010836600000001,12.211198590000000,39.652214809999997,6.077456998000000,48.548566700000002,4.923197494000000,4.681306035000000,4.468205546000000,5.281432859000000,4.426518853000000,5.903659052000000,0.681590447000000,original,3.451149301000000,3.451659900000000,3.372979940000000,3.535090060000000,3.292670000000000,3.605989900000000,0.084613556000000,99
374,89.092299599599997,22.231952888999999,375,99.999950952399999,6,36.315264579999997,34.049869420000000,31.689079260000000,39.284564340000003,19.052561440000002,59.765643630000000,31.021201720000001,32.071525590000000,26.819373880000001,38.658998740000001,16.774189799999998,39.731596690000003,3.327193600000000,3.398775494000000,2.689402729000000,3.627085806000000,2.611714142000000,4.237407934000000,0.612270734000000,original,3.604631117000000,3.553340000000000,3.497300040000000,3.808579900000000,3.427150000000000,3.866489900000000,0.141086928000000,99
375,89.093167519100007,22.231550810300000,376,100.000071896999998,6,45.351267700000001,41.217096750000003,40.831378039999997,53.103832619999999,37.584167839999999,58.154034209999999,20.752222820000000,19.834622610000000,16.937891789999998,24.631115600000001,6.972401227000000,36.302683060000000,4.838275285000000,4.707753866000000,4.202560534000000,4.741162625000000,4.102388699000000,6.568032122000000,0.892491249000000,original,3.532070500000000,3.493950000000000,3.436709940000000,3.622267920000000,3.396920000000000,3.829430100000000,0.119711244000000,100
376,89.094028482200002,22.231135223100001,377,99.999989264099995,4,38.556006840000002,40.624950439999999,34.020888440000000,43.918702670000002,24.454838429999999,48.519288039999999,31.790971280000001,30.334678719999999,24.579501189999998,38.419924350000002,21.109998010000002,45.384529659999998,5.755582328000000,5.480375343000000,4.977164848000000,6.423917014000000,4.827804039000000,7.233774586000000,1.083689334000000,original,3.324682509000000,3.299340000000000,3.268725940000000,3.420398060000000,3.046840000000000,3.487020000000000,0.090608996000000,99
377,89.094021670900005,22.224539156700001,378,100.000003386000003,7,20.571660990000002,20.887589479999999,18.061171179999999,22.129003999999998,16.630817420000000,25.542020990000001,31.429255240000000,30.496840769999999,29.050357770000002,33.864425099999998,26.183895419999999,36.688814819999997,4.284782837000000,4.305553781000000,4.084160303000000,4.602756277000000,3.685457372000000,4.750425902000000,0.365555613000000,original,3.764425599000000,3.795519950000000,3.723984020000000,3.844164060000000,3.468950000000000,3.955810100000000,0.113605497000000,100
378,89.093297126200000,22.223941602699998,379,99.999990602400004,6,15.552510200000000,17.418503590000000,9.101110373999999,18.267345890000001,6.253868079000000,24.855729660000002,28.217824950000001,32.256790479999999,15.910399640000000,37.368328099999999,6.101124935000000,45.413516039999998,4.544218154000000,4.604333208000000,4.086936535000000,5.025797339000000,3.787305248000000,5.156603387000000,0.528538999000000,original,3.567801510000000,3.628880000000000,3.576400000000000,3.649595940000000,2.854530100000000,3.670110000000000,0.167146799000000,99
379,89.092522998000007,22.223435156299999,380,99.999973440500000,8,29.853219169999999,23.354261860000001,17.092824490000002,47.029057270000003,5.327445273000000,59.197428230000000,24.230297029999999,20.694753230000000,14.003122560000000,30.191617590000000,3.766801966000000,61.407528130000003,3.506388144000000,3.656388805000000,3.016184795000000,4.081912572000000,2.169922738000000,4.348237607000000,0.731248644000000,original,3.264062629000000,3.257479900000000,3.185744060000000,3.352002040000000,3.055290000000000,3.430670000000000,0.086006753000000,99
380,89.091557985899996,22.223515079100000,381,100.000053442999999,1,63.374906109999998,63.374906109999998,63.374906109999998,63.374906109999998,63.374906109999998,63.374906109999998,62.272910930000002,62.272910930000002,62.272910930000002,62.272910930000002,62.272910930000002,62.272910930000002,4.031757537000000,4.031757537000000,4.031757537000000,4.031757537000000,4.031757537000000,4.031757537000000,0.441490463000000,averaged,3.461431893000000,3.473920000000000,3.388845940000000,3.540630080000000,3.277499900000000,3.594739900000000,0.085701711000000,100
381,89.090595039199997,22.223615745800000,382,100.000026078000005,3,74.234419360000004,76.327002489999998,70.784971990000003,78.102383349999997,67.090284990000001,79.285970590000005,66.367995010000001,68.109732890000004,57.751262689999997,75.333074909999993,50.845615879999997,80.148636260000004,3.927643022000000,3.874788841000000,3.762214916000000,4.082500290000000,3.687165634000000,4.220974590000000,0.270800986000000,original,3.515558400000000,3.527490000000000,3.487219980000000,3.565548080000000,3.363009900000000,3.587510100000000,0.060779238000000,100
382,89.089630265400004,22.223700321900001,383,99.999903839900000,3,76.951794010000000,76.723783609999998,74.835686609999996,79.022299329999996,73.576955280000007,80.554643139999996,72.660069870000001,72.770346630000006,70.581133969999996,74.761061130000002,69.121658859999997,76.088204120000000,4.246106004000000,4.177826152000000,3.926905658000000,4.551650379000000,3.759625328000000,4.800866530000000,0.523967951000000,original,3.548146668000000,3.570270100000000,3.430288100000000,3.664866000000000,3.336910000000000,3.743140000000000,0.118135912000000,99
383,89.088663442599994,22.223756083900000,384,100.000056606000001,3,61.046782010000001,68.517758049999998,54.730936479999997,68.856822750000006,45.539722099999999,69.082865880000000,65.107383729999995,67.951418009999998,58.853613670000001,71.929960649999998,52.788410780000000,74.582322410000003,4.885001311000000,4.885338592000000,4.747736801000000,5.022333277000000,4.656002273000000,5.113663067000000,0.228830583000000,original,3.323872993000000,3.291595100000000,3.248117900000000,3.461411920000000,3.136339900000000,3.535100000000000,0.106035720000000,100
384,89.087716644799997,22.223572697900000,385,99.999982263899994,4,35.916167919999999,36.257229760000001,31.652847770000001,40.315912820000001,26.452938450000001,44.697273729999999,53.908563469999997,56.851217339999998,44.030702990000002,64.963485500000004,34.457087080000001,67.474732110000005,4.370193672000000,4.127966552000000,3.500232610000000,5.143263886000000,3.227871746000000,5.996969839000000,1.220213859000000,original,3.186425360000000,3.193380100000000,3.136078000000000,3.244742040000000,2.993890000000000,3.325200100000000,0.068488883000000,99
385,89.086795558099993,22.223297177999999,386,100.000020981999995,5,32.442592179999998,33.195789750000003,30.740782740000000,35.510327050000001,24.194497869999999,37.409880659999999,31.649559839999998,26.663515870000001,18.452512540000001,42.548346469999998,11.290449290000000,62.487163449999997,3.681608352000000,3.790581392000000,3.330937138000000,3.961677609000000,3.099219781000000,4.236369466000000,0.444183988000000,original,3.183771608000000,3.168910050000000,3.075757920000000,3.280112080000000,2.984760000000000,3.477050100000000,0.115963201000000,100
386,89.086001220499995,22.222783839700000,387,100.000018486000002,3,28.399335520000001,30.032683490000000,26.737040300000000,30.388300330000000,24.539944830000000,30.625378229999999,46.089510629999999,42.802108089999997,42.789898239999999,48.731642520000001,42.781758330000002,52.684665469999999,3.552851013000000,3.452876020000000,3.329774990000000,3.755932038000000,3.247707636000000,3.957969383000000,0.365532744000000,original,3.576244596000000,3.561950000000000,3.508783920000000,3.666477980000000,3.473650000000000,3.695050000000000,0.069605238000000,100
387,89.085233317900006,22.222232981499999,388,99.999966757999999,5,26.136317940000001,24.709045549999999,21.542088499999998,33.353039889999998,9.148683710000000,40.656161200000000,35.674228350000000,37.829794769999999,24.868330260000000,47.738044649999999,13.621836600000000,52.756001220000002,3.533845629000000,3.766271155000000,3.077476881000000,4.073401825000000,2.418585886000000,4.200558926000000,0.722014053000000,original,3.531739312000000,3.510150000000000,3.489563900000000,3.591533980000000,3.432380000000000,3.682310100000000,0.059490970000000,99
388,89.084482117600004,22.221664102500000,389,99.999957168899996,4,31.278783860000001,32.104647690000000,27.737566439999998,35.150346810000002,23.733594040000000,37.172246010000002,34.787206349999998,34.961119529999998,29.904732220000000,39.739245740000001,29.440689070000001,39.785897249999998,3.840810517000000,3.836663906000000,3.620834552000000,4.059127839000000,3.421179849000000,4.268734408000000,0.352576421000000,original,3.380178282000000,3.381419900000000,3.354169940000000,3.418096000000000,3.278330100000000,3.474679900000000,0.041680620000000,99
389,89.083740881899999,22.221082117600002,390,100.000071903999995,5,26.466845390000000,27.315330910000000,25.307886270000001,28.163619170000000,20.576537949999999,30.329481059999999,29.406215620000001,27.246578769999999,24.367608910000001,36.065367620000004,21.509927690000001,37.481110530000002,3.474717653000000,3.113606533000000,3.100154768000000,4.039671810000000,3.049568207000000,4.064029809000000,0.524822633000000,original,3.507999898000000,3.514435100000000,3.486885940000000,3.529990080000000,3.396040000000000,3.585720100000000,0.039332641000000,100
